actor_id,movie_id
4346,217505
1757,217505
2666,1410063
2314,1410063
4732,1410063
1064,423294
595,423294
2467,423294
5527,327162
4563,327162
438,327162
1436,265086
1112,265086
1910,265086
4790,1790886
2323,1790886
3056,1790886
3329,119116
4114,119116
5502,119116
566,1261945
5376,1261945
5799,1261945
5358,138749
666,138749
341,138749
3956,1667889
3760,1667889
5452,1667889
2506,266543
5563,266543
4628,266543
3789,167260
5601,167260
4447,167260
5601,167261
447,167261
3789,167261
3551,1121096
595,1121096
5997,1121096
4849,146316
3081,146316
5197,146316
2429,2209764
1423,2209764
406,2209764
1149,163025
1415,163025
4012,163025
5837,1318514
5634,1318514
1538,1318514
47,416236
3648,416236
3711,416236
129,1606378
3329,1606378
1950,1606378
302,317705
803,317705
3514,317705
1839,112760
5199,112760
453,112760
6038,814255
3276,814255
537,814255
797,119654
3863,119654
3960,119654
2525,120363
4572,120363
1216,120363
6038,477080
2197,477080
2990,477080
3022,266915
4435,266915
1932,266915
1923,161081
6106,161081
256,161081
1293,844471
4745,844471
4169,844471
1513,1080016
4880,1080016
2107,1080016
2976,359950
2792,359950
935,359950
2554,160127
969,160127
4920,160127
3678,407887
4346,407887
3658,407887
3534,120762
2079,120762
5011,120762
537,942385
414,942385
1783,942385
4524,1568346
4323,1568346
3958,1568346
214,112864
3329,112864
240,112864
1955,988045
414,988045
4718,988045
4674,230011
370,230011
4733,230011
2733,2974918
51,2974918
1814,2974918
2078,985699
728,985699
4890,985699
1334,960144
1417,960144
4873,960144
1417,2120120
3760,2120120
3956,2120120
3104,212720
1168,212720
812,212720
1500,338094
5415,338094
1450,338094
5112,118884
5394,118884
4178,118884
2719,164052
2925,164052
935,164052
3182,373926
5424,373926
2665,373926
2562,1854564
3276,1854564
1783,1854564
3081,325703
3201,325703
3551,325703
2429,3110958
2232,3110958
5096,3110958
1838,120053
3508,120053
4576,120053
5974,266987
988,266987
3432,266987
1435,183523
5704,183523
5773,183523
2288,1436562
4059,1436562
1934,1436562
4308,182789
262,182789
4796,182789
1678,120461
5704,120461
4228,120461
988,118972
6106,118972
1777,118972
839,267626
1767,267626
942,267626
2152,1502712
4870,1502712
2701,1502712
1234,352248
3370,352248
4944,352248
1475,1041804
3145,1041804
2693,1041804
2401,329575
595,329575
5149,329575
5566,117998
10,117998
607,117998
4222,162222
4572,162222
3450,162222
4619,366548
262,366548
2544,366548
3156,372183
3678,372183
3115,372183
5502,118571
6106,118571
6238,118571
5130,240772
988,240772
5721,240772
3276,1509767
4114,1509767
5601,1509767
1417,837562
2163,837562
4563,837562
4156,461770
110,461770
1026,461770
2769,2243973
3834,2243973
3996,2243973
1637,1599348
2197,1599348
1436,1599348
246,211181
1112,211181
245,211181
318,471042
5527,471042
875,471042
400,457939
6159,457939
4587,457939
1808,120660
3863,120660
4388,120660
4698,1230414
852,1230414
2859,1230414
3678,496806
4765,496806
988,496806
3353,400717
1454,400717
2269,400717
4564,1840309
6159,1840309
3505,1840309
4843,215750
167,215750
4406,215750
6038,327850
6011,327850
1910,327850
2739,107362
5845,107362
3711,107362
5569,397535
4339,397535
5611,397535
2528,463985
2380,463985
2234,463985
3525,1430607
1757,1430607
71,1430607
988,119643
2764,119643
4592,119643
4822,233469
5176,233469
4018,233469
4348,78754
4803,78754
3905,78754
1475,1667353
2909,1667353
4465,1667353
4341,446029
2706,446029
3967,446029
1836,298814
3677,298814
3626,298814
5588,144528
4844,144528
5743,144528
919,267913
2051,267913
3849,267913
2052,389860
1417,389860
1054,389860
2048,1287468
5754,1287468
3103,1287468
198,489099
2353,489099
1470,489099
638,411477
2590,411477
5801,411477
5218,443706
414,443706
2397,443706
5007,216216
2290,216216
5283,216216
4701,315327
2429,315327
4419,315327
1154,1320253
5616,1320253
3578,1320253
1418,117060
728,117060
353,117060
3395,1392170
5798,1392170
2216,1392170
2758,1411697
699,1411697
3828,1411697
1243,103776
2654,103776
3707,103776
4701,327084
3329,327084
966,327084
1205,275847
3582,275847
3067,275847
2909,413895
2163,413895
4085,413895
1454,120647
2429,120647
2290,120647
2764,1821694
3329,1821694
5153,1821694
2874,398165
1417,398165
1747,398165
1814,1615918
4165,1615918
5286,1615918
1417,2191701
2163,2191701
4563,2191701
6011,425061
969,425061
4059,425061
1454,337741
5444,337741
3330,337741
3959,1130884
4346,1130884
1829,1130884
2290,369436
1454,369436
1242,369436
2737,358082
1757,358082
5730,358082
1093,119094
2906,119094
3156,119094
2396,960731
1417,960731
5961,960731
2502,257044
4572,257044
3642,257044
3269,1564367
1417,1564367
4873,1564367
3811,3322312
6190,3322312
3298,3322312
2039,118880
2163,118880
87,118880
1654,1059786
6038,1059786
4071,1059786
4112,159365
10,159365
3803,159365
5366,1037705
2197,1037705
5502,1037705
5887,119137
262,119137
3003,119137
2537,171363
1767,171363
764,171363
1216,117705
969,117705
5528,117705
27,383216
5344,383216
3526,383216
6221,118883
2909,118883
1213,118883
3276,2713180
988,2713180
2547,2713180
1678,120828
6106,120828
1883,120828
917,1302067
4093,1302067
1627,1302067
1884,166813
3678,166813
2002,166813
2775,1222817
6038,1222817
2986,1222817
3104,120738
5502,120738
3539,120738
3499,368008
2197,368008
4667,368008
5974,119033
353,119033
3957,119033
1417,2510894
2163,2510894
2834,2510894
3306,57733
4511,57733
5247,57733
3255,120910
5509,120910
4282,120910
5413,268695
3938,268695
2347,268695
131,120751
5891,120751
3362,120751
5704,244244
4619,244244
1436,244244
3170,386140
5879,386140
3963,386140
3133,120889
262,120889
4978,120889
4563,185431
1417,185431
843,185431
5751,355295
3678,355295
6256,355295
3648,116996
4112,116996
3772,116996
5958,4291590
1157,4291590
5553,4291590
4442,119051
2764,119051
144,119051
1545,986263
3329,986263
3230,986263
1226,146309
3039,146309
1908,146309
2441,116040
1154,116040
5294,116040
5110,1762399
3563,1762399
2016,1762399
1838,185183
1673,185183
1603,185183
2721,318155
5077,318155
2128,318155
4555,875034
320,875034
5019,875034
3201,300556
2967,300556
1654,300556
1784,119925
5997,119925
1097,119925
2544,120595
3158,120595
5434,120595
3303,1618442
2638,1618442
5666,1618442
2267,199753
1172,199753
832,199753
3550,344854
1565,344854
105,344854
2394,765128
3859,765128
4813,765128
3432,318081
5837,318081
4590,318081
1737,1921064
2161,1921064
569,1921064
5437,4057916
5698,4057916
2122,4057916
2735,268978
3158,268978
875,268978
1475,110357
5527,110357
3109,110357
6011,1397514
3395,1397514
5799,1397514
50,1985966
4745,1985966
938,1985966
2764,289765
10,289765
3144,289765
2441,317648
2050,317648
5327,317648
1417,810913
4765,810913
1074,810913
129,322259
2967,322259
3436,322259
5634,1754656
595,1754656
3721,1754656
6058,427392
5344,427392
3561,427392
4719,131704
4771,131704
4273,131704
3838,2709768
537,2709768
61,2709768
2190,311429
2340,311429
14,311429
2087,1690953
4701,1690953
537,1690953
2942,116629
3863,116629
4566,116629
715,119567
5042,119567
3620,119567
4265,351283
527,351283
1239,351283
564,206634
3803,206634
5694,206634
4036,120903
4619,120903
1241,120903
2429,493464
3081,493464
1730,493464
584,117500
2906,117500
5733,117500
4023,438097
4880,438097
3610,438097
5672,343660
1417,343660
170,343660
695,427327
2154,427327
2589,427327
1119,204313
3584,204313
4326,204313
117,141369
5527,141369
4586,141369
1730,1670345
2429,1670345
2581,1670345
1417,1375670
2163,1375670
1647,1375670
421,362227
4572,362227
3579,362227
4476,3489184
4442,3489184
4857,3489184
2982,785006
5704,785006
4904,785006
5389,190865
5070,190865
6089,190865
4572,472062
10,472062
1347,472062
1034,307453
4771,307453
3081,307453
1671,443489
700,443489
4197,443489
3603,874936
2940,874936
3900,874936
1014,377471
6011,377471
5131,377471
3605,408306
34,408306
2483,408306
5112,314353
3329,314353
129,314353
4419,1103153
265,1103153
966,1103153
436,1638355
2274,1638355
3077,1638355
3921,371246
1417,371246
957,371246
2467,385880
2163,385880
966,385880
5907,219965
3329,219965
2605,219965
1996,113071
746,113071
2724,113071
6007,166485
641,166485
1336,166485
4042,1253864
2274,1253864
2829,1253864
3329,340163
4312,340163
3947,340163
4719,120913
3678,120913
1475,120913
3039,329717
6106,329717
3546,329717
1606,120157
1435,120157
1205,120157
3522,806203
1148,806203
3702,806203
5152,166276
5077,166276
4077,166276
14,377062
4608,377062
256,377062
3329,217869
4323,217869
2581,217869
2336,2293640
4701,2293640
537,2293640
7,978764
2336,978764
5389,978764
1342,120832
2906,120832
4809,120832
2636,120184
5869,120184
1790,120184
3956,1985949
3760,1985949
5258,1985949
3658,770752
5394,770752
6204,770752
4648,1201167
1417,1201167
3679,1201167
2923,431197
5537,431197
3804,431197
2775,415306
2323,415306
3348,415306
1918,240462
892,240462
2116,240462
4941,112573
5465,112573
5818,112573
2423,418763
5218,418763
234,418763
6006,462538
61,462538
5075,462538
3426,268995
5700,268995
2835,268995
964,132245
1154,132245
536,132245
4317,338512
4884,338512
405,338512
4287,368447
681,368447
3104,368447
892,118998
4308,118998
1642,118998
4867,286106
278,286106
3168,286106
2744,298148
4586,298148
3084,298148
1132,317219
2525,317219
5720,317219
1148,163187
2909,163187
3047,163187
2327,295701
2638,295701
6100,295701
6113,2279373
4807,2279373
4481,2279373
2092,117438
2537,117438
3779,117438
988,361748
4591,361748
4627,361748
2909,102057
262,102057
167,102057
400,1267297
6011,1267297
3816,1267297
2688,99423
3329,99423
5194,99423
1080,257076
3821,257076
2554,257076
1480,2647544
4423,2647544
3438,2647544
5999,259711
728,259711
4849,259711
2951,452637
681,452637
1789,452637
2558,370263
5096,370263
2777,370263
2344,1231580
4165,1231580
1814,1231580
4612,277434
2336,277434
4461,277434
2429,2302755
3201,2302755
1094,2302755
3334,120844
860,120844
3424,120844
2547,1217613
5847,1217613
1773,1217613
1147,319061
2163,319061
1259,319061
4861,111742
4227,111742
3454,111742
4992,1568911
2083,1568911
1955,1568911
3678,2177771
969,2177771
1789,2177771
2689,96754
584,96754
2026,96754
2735,1027718
1839,1027718
5300,1027718
1570,829150
3160,829150
3690,829150
3329,133952
2197,133952
54,133952
2253,486655
2274,486655
2410,486655
5569,120102
988,120102
5935,120102
4568,1578275
2551,1578275
4123,1578275
1807,280486
2764,280486
1834,280486
1861,419706
6011,419706
3792,419706
2531,297181
3348,297181
2885,297181
1150,1496025
4564,1496025
1493,1496025
4787,1336608
4292,1336608
437,1336608
129,251114
3329,251114
4150,251114
4771,1448755
5616,1448755
6089,1448755
4461,246894
2554,246894
3707,246894
1493,308208
4497,308208
1275,308208
409,120696
2429,120696
1134,120696
1895,181739
5584,181739
4227,181739
4308,884726
6220,884726
1299,884726
2904,2717822
3769,2717822
2641,2717822
465,346156
3081,346156
641,346156
689,430912
3899,430912
5866,430912
1472,1211956
1154,1211956
1612,1211956
4702,1043726
1594,1043726
2281,1043726
1234,164184
2429,164184
3574,164184
2353,1325004
3581,1325004
2706,1325004
4515,227445
4771,227445
4240,227445
2087,1323594
4701,1323594
5754,1323594
2661,113845
909,113845
5917,113845
2429,2637276
1767,2637276
2590,2637276
5556,1186830
3858,1186830
5084,1186830
2926,132347
4719,132347
4148,132347
2674,480687
4229,480687
4692,480687
797,140352
4765,140352
5131,140352
338,2025690
62,2025690
371,2025690
3869,758774
4346,758774
3326,758774
4032,427152
4701,427152
3039,427152
3160,1611224
400,1611224
193,1611224
3261,137494
725,137494
4621,137494
270,1828327
3047,1828327
228,1828327
1434,120902
5700,120902
2835,120902
1772,462396
352,462396
2018,462396
2638,120815
4572,120815
3678,120815
3160,2369135
6043,2369135
1773,2369135
4026,207201
4287,207201
700,207201
2506,268380
4524,268380
4880,268380
5149,285531
2429,285531
164,285531
3426,443272
635,443272
1234,443272
3382,133093
5444,133093
4072,133093
2637,112384
4572,112384
3647,112384
45,100802
4381,100802
2105,100802
5558,304669
4194,304669
3331,304669
4332,1707386
4619,1707386
4059,1707386
340,128853
4572,128853
87,128853
2792,838283
2323,838283
951,838283
3441,120746
2764,120746
2765,120746
4648,1231583
414,1231583
497,1231583
838,186566
5517,186566
3936,186566
519,106582
1154,106582
3854,106582
3042,115759
2092,115759
2840,115759
4079,219854
3329,219854
1350,219854
4053,469641
2906,469641
4778,469641
2265,304415
2909,304415
3046,304415
4174,1645170
1334,1645170
2953,1645170
2433,120663
728,120663
5702,120663
3499,1823664
2505,1823664
5976,1823664
2976,2381941
3863,2381941
6031,2381941
5099,1596350
70,1596350
2823,1596350
2223,359013
1637,359013
4796,359013
5183,87985
3488,87985
3537,87985
3165,119942
2053,119942
2466,119942
3230,1855325
4114,1855325
5926,1855325
2190,452608
5616,452608
3156,452608
1332,116908
1499,116908
3179,116908
3508,228750
3142,228750
4248,228750
3395,406375
2353,406375
3310,406375
1848,137523
988,137523
3583,137523
3993,758794
5394,758794
2423,758794
5174,3877200
2340,3877200
82,3877200
3225,102070
3329,102070
2693,102070
3555,219952
5007,219952
715,219952
782,1418377
1941,1418377
256,1418377
3826,380599
2662,380599
2174,380599
1169,357277
5537,357277
4524,357277
3329,458481
635,458481
5938,458481
1418,156934
6106,156934
132,156934
396,2719848
2581,2719848
4017,2719848
4785,396171
632,396171
1659,396171
3052,295178
5939,295178
1965,295178
5891,375568
2906,375568
2931,375568
5042,107290
1216,107290
4232,107290
966,111756
4608,111756
1658,111756
5690,109444
6106,109444
5176,109444
6188,3672840
1702,3672840
4994,3672840
3823,430304
3005,430304
5658,430304
4890,141926
5394,141926
1252,141926
3042,112346
1319,112346
5565,112346
3733,811138
4093,811138
5939,811138
5733,233142
4563,233142
5089,233142
2502,3460252
1716,3460252
2778,3460252
4165,445934
2323,445934
2467,445934
2685,1411704
3348,1411704
1179,1411704
4591,416449
3201,416449
3675,416449
3762,290002
4771,290002
2576,290002
6026,822832
1340,822832
6079,822832
2835,120689
4572,120689
1415,120689
182,486946
2497,486946
1613,486946
135,371606
966,371606
1883,371606
4620,2267998
4040,2267998
3484,2267998
1863,258463
3678,258463
3640,258463
3147,113189
4326,113189
1836,113189
5259,144214
1350,144214
2603,144214
2902,120382
1777,120382
1880,120382
3411,120794
3648,120794
794,120794
4026,317303
5216,317303
1692,317303
3774,1272878
2197,1272878
1873,1272878
2685,239395
532,239395
5164,239395
5891,317740
5616,317740
5403,317740
4283,313737
3499,313737
1690,313737
2897,120587
1154,120587
4858,120587
5799,1078940
1454,1078940
5909,1078940
2290,99371
728,99371
1134,99371
3383,452598
2376,452598
4755,452598
2537,4046784
2156,4046784
2956,4046784
2909,879870
5634,879870
481,879870
5704,218967
2906,218967
1923,218967
2429,1245526
3329,1245526
6,1245526
4608,146838
4765,146838
2554,146838
1418,119314
3494,119314
3305,119314
527,369339
728,369339
5131,369339
5344,277296
6011,277296
4447,277296
4053,349710
5549,349710
5060,349710
5007,149261
2554,149261
5680,149261
5162,1477715
4741,1477715
999,1477715
4135,1598778
3678,1598778
2057,1598778
2049,257568
964,257568
4632,257568
5790,327597
2744,327597
4335,327597
5566,949731
1064,949731
2534,949731
1094,328107
2197,328107
1073,328107
2678,393735
414,393735
5799,393735
2396,335438
5649,335438
684,335438
2224,116705
1299,116705
5250,116705
5084,167190
1337,167190
5801,167190
3647,120633
2290,120633
5702,120633
3416,1623288
2706,1623288
4272,1623288
3329,119395
2050,119395
824,119395
4458,338337
5999,338337
974,338337
2102,118055
2732,118055
5176,118055
5527,420238
4086,420238
1839,420238
2771,790772
6128,790772
3536,790772
5131,290095
3733,290095
2716,290095
4005,114781
5226,114781
2158,114781
1772,1205537
4416,1205537
3895,1205537
4771,2446980
5798,2446980
699,2446980
1094,3300542
3201,3300542
5979,3300542
5487,118583
3992,118583
5176,118583
3112,822854
4187,822854
2850,822854
2931,787474
1544,787474
2503,787474
1988,120791
4524,120791
2102,120791
2323,1490017
2429,1490017
1776,1490017
5372,385307
6133,385307
1985,385307
3201,253556
2314,253556
5394,253556
2641,1321870
542,1321870
4010,1321870
4308,1045778
609,1045778
4147,1045778
2429,1057500
3678,1057500
413,1057500
6235,473705
4323,473705
4204,473705
2078,1135487
2909,1135487
4049,1135487
74,120764
3394,120764
2268,120764
5529,443632
1082,443632
3318,443632
5502,762125
6011,762125
562,762125
860,253754
70,253754
3334,253754
2162,138524
4265,138524
4744,138524
220,2083383
5517,2083383
2840,2083383
3658,1226273
934,1226273
4049,1226273
5899,120004
2189,120004
866,120004
1487,289848
4771,289848
3922,289848
4765,1034331
4771,1034331
1472,1034331
2506,821642
414,821642
1500,821642
3863,146984
3678,146984
5891,146984
1064,181875
10,181875
2401,181875
5344,455499
969,455499
2484,455499
1960,329774
658,329774
1146,329774
1392,822847
4757,822847
2173,822847
633,165982
988,165982
810,165982
3958,119081
1606,119081
3647,119081
414,848228
3769,848228
3494,848228
3490,259288
4458,259288
1668,259288
2414,387877
3494,387877
1342,387877
1538,454824
5634,454824
5178,454824
2092,272020
406,272020
1592,272020
3278,134983
3673,134983
184,134983
3104,1837709
